secomm_scheme_code,secomm_unit_code,ghn_scheme_code,ghn_provider_key,mapping_method,mapping_status,note
VN_ADMIN_2025,VNA25-07521EF90A,GHN_ADMIN_2025,1005987,NORMALIZED_EXACT,APPROVED,exact-name:1:1:parent-scoped:safe-normalization
VN_ADMIN_2025,VNA25-078DBA1816,GHN_ADMIN_2025,1004053,NORMALIZED_EXACT,APPROVED,exact-name:1:1:parent-scoped:safe-normalization
VN_ADMIN_2025,VNA25-07A0B818E2,GHN_ADMIN_2025,1006033,NORMALIZED_EXACT,APPROVED,exact-name:1:1:parent-scoped:safe-normalization
VN_ADMIN_2025,VNA25-07B3AF21BE,GHN_ADMIN_2025,1005905,NORMALIZED_EXACT,APPROVED,exact-name:1:1:parent-scoped:safe-normalization
VN_ADMIN_2025,VNA25-07C6D2C0E0,GHN_ADMIN_2025,1006507,NORMALIZED_TONE_PLACEMENT,APPROVED,offline-reviewed:1:1:parent-scoped:tone-placement
VN_ADMIN_2025,VNA25-08168C9B22,GHN_ADMIN_2025,1004095,NORMALIZED_EXACT,APPROVED,exact-name:1:1:parent-scoped:safe-normalization
VN_ADMIN_2025,VNA25-082621C2FF,GHN_ADMIN_2025,1003591,NORMALIZED_EXACT,APPROVED,exact-name:1:1:parent-scoped:safe-normalization
VN_ADMIN_2025,VNA25-082F3F8455,GHN_ADMIN_2025,1003401,NORMALIZED_TONE_PLACEMENT,APPROVED,offline-reviewed:1:1:parent-scoped:tone-placement
VN_ADMIN_2025,VNA25-083AAF2EAD,GHN_ADMIN_2025,1004125,NORMALIZED_EXACT,APPROVED,exact-name:1:1:parent-scoped:safe-normalization
VN_ADMIN_2025,VNA25-083B71EA61,GHN_ADMIN_2025,1003628,NORMALIZED_EXACT,APPROVED,exact-name:1:1:parent-scoped:safe-normalization
VN_ADMIN_2025,VNA25-08482BCF1A,GHN_ADMIN_2025,1004783,NORMALIZED_EXACT,APPROVED,exact-name:1:1:parent-scoped:safe-normalization
VN_ADMIN_2025,VNA25-08575CDD54,GHN_ADMIN_2025,1005808,NORMALIZED_EXACT,APPROVED,exact-name:1:1:parent-scoped:safe-normalization
VN_ADMIN_2025,VNA25-087C69C3BE,GHN_ADMIN_2025,1003949,NORMALIZED_TONE_PLACEMENT,APPROVED,offline-reviewed:1:1:parent-scoped:tone-placement
VN_ADMIN_2025,VNA25-087F0EE25A,GHN_ADMIN_2025,1006064,NORMALIZED_EXACT,APPROVED,exact-name:1:1:parent-scoped:safe-normalization
VN_ADMIN_2025,VNA25-08905EA154,GHN_ADMIN_2025,1005272,NORMALIZED_EXACT,APPROVED,exact-name:1:1:parent-scoped:safe-normalization
VN_ADMIN_2025,VNA25-089B81B0E8,GHN_ADMIN_2025,1003848,NORMALIZED_EXACT,APPROVED,exact-name:1:1:parent-scoped:safe-normalization
VN_ADMIN_2025,VNA25-08DDD71C87,GHN_ADMIN_2025,1004195,NORMALIZED_EXACT,APPROVED,exact-name:1:1:parent-scoped:safe-normalization
VN_ADMIN_2025,VNA25-08E3755FF1,GHN_ADMIN_2025,1004164,NORMALIZED_EXACT,APPROVED,exact-name:1:1:parent-scoped:safe-normalization
VN_ADMIN_2025,VNA25-08E8E9D8ED,GHN_ADMIN_2025,1005245,NORMALIZED_EXACT,APPROVED,exact-name:1:1:parent-scoped:safe-normalization
VN_ADMIN_2025,VNA25-08FF322508,GHN_ADMIN_2025,1004530,NORMALIZED_EXACT,APPROVED,exact-name:1:1:parent-scoped:safe-normalization
VN_ADMIN_2025,VNA25-090A0AE55D,GHN_ADMIN_2025,1004733,NORMALIZED_EXACT,APPROVED,exact-name:1:1:parent-scoped:safe-normalization
VN_ADMIN_2025,VNA25-090E839D25,GHN_ADMIN_2025,1004977,NORMALIZED_EXACT,APPROVED,exact-name:1:1:parent-scoped:safe-normalization
VN_ADMIN_2025,VNA25-091D6BEFFC,GHN_ADMIN_2025,1003955,NORMALIZED_EXACT,APPROVED,exact-name:1:1:parent-scoped:safe-normalization
VN_ADMIN_2025,VNA25-09281A7DE5,GHN_ADMIN_2025,1004346,NORMALIZED_EXACT,APPROVED,exact-name:1:1:parent-scoped:safe-normalization
VN_ADMIN_2025,VNA25-09384444FB,GHN_ADMIN_2025,1006460,NORMALIZED_EXACT,APPROVED,exact-name:1:1:parent-scoped:safe-normalization
VN_ADMIN_2025,VNA25-09411EBF25,GHN_ADMIN_2025,1005407,NORMALIZED_EXACT,APPROVED,exact-name:1:1:parent-scoped:safe-normalization
VN_ADMIN_2025,VNA25-094B653D3F,GHN_ADMIN_2025,1006551,NORMALIZED_EXACT,APPROVED,exact-name:1:1:parent-scoped:safe-normalization
VN_ADMIN_2025,VNA25-094FEC8275,GHN_ADMIN_2025,1004701,NORMALIZED_EXACT,APPROVED,exact-name:1:1:parent-scoped:safe-normalization
VN_ADMIN_2025,VNA25-095D678236,GHN_ADMIN_2025,1004363,NORMALIZED_EXACT,APPROVED,exact-name:1:1:parent-scoped:safe-normalization
VN_ADMIN_2025,VNA25-09685AB226,GHN_ADMIN_2025,1006155,NORMALIZED_EXACT,APPROVED,exact-name:1:1:parent-scoped:safe-normalization
VN_ADMIN_2025,VNA25-098399E947,GHN_ADMIN_2025,1005102,NORMALIZED_EXACT,APPROVED,exact-name:1:1:parent-scoped:safe-normalization
VN_ADMIN_2025,VNA25-0984878A7F,GHN_ADMIN_2025,1005974,NORMALIZED_EXACT,APPROVED,exact-name:1:1:parent-scoped:safe-normalization
VN_ADMIN_2025,VNA25-09878883B0,GHN_ADMIN_2025,1004756,NORMALIZED_EXACT,APPROVED,exact-name:1:1:parent-scoped:safe-normalization
VN_ADMIN_2025,VNA25-098A342084,GHN_ADMIN_2025,1006501,NORMALIZED_EXACT,APPROVED,exact-name:1:1:parent-scoped:safe-normalization
VN_ADMIN_2025,VNA25-09AA6C4346,GHN_ADMIN_2025,1005156,NORMALIZED_EXACT,APPROVED,exact-name:1:1:parent-scoped:safe-normalization
VN_ADMIN_2025,VNA25-09AEE8FFB9,GHN_ADMIN_2025,1006153,NORMALIZED_EXACT,APPROVED,exact-name:1:1:parent-scoped:safe-normalization
VN_ADMIN_2025,VNA25-09BE0B0570,GHN_ADMIN_2025,1004436,NORMALIZED_EXACT,APPROVED,exact-name:1:1:parent-scoped:safe-normalization
VN_ADMIN_2025,VNA25-09C1DA8BEB,GHN_ADMIN_2025,1003702,NORMALIZED_EXACT,APPROVED,exact-name:1:1:parent-scoped:safe-normalization
VN_ADMIN_2025,VNA25-09DC865070,GHN_ADMIN_2025,1004829,NORMALIZED_EXACT,APPROVED,exact-name:1:1:parent-scoped:safe-normalization
VN_ADMIN_2025,VNA25-09E8E0A08A,GHN_ADMIN_2025,1003605,NORMALIZED_EXACT,APPROVED,exact-name:1:1:parent-scoped:safe-normalization
VN_ADMIN_2025,VNA25-0A24D47EB0,GHN_ADMIN_2025,1005410,NORMALIZED_EXACT,APPROVED,exact-name:1:1:parent-scoped:safe-normalization
VN_ADMIN_2025,VNA25-0A35F7F2F4,GHN_ADMIN_2025,1005083,NORMALIZED_EXACT,APPROVED,exact-name:1:1:parent-scoped:safe-normalization
VN_ADMIN_2025,VNA25-0A438B91D7,GHN_ADMIN_2025,1006321,NORMALIZED_EXACT,APPROVED,exact-name:1:1:parent-scoped:safe-normalization
VN_ADMIN_2025,VNA25-0A53588D52,GHN_ADMIN_2025,1004852,NORMALIZED_EXACT,APPROVED,exact-name:1:1:parent-scoped:safe-normalization
VN_ADMIN_2025,VNA25-0A53D0B2FF,GHN_ADMIN_2025,1005565,NORMALIZED_EXACT,APPROVED,exact-name:1:1:parent-scoped:safe-normalization
VN_ADMIN_2025,VNA25-0A54C6E4B1,GHN_ADMIN_2025,1004472,NORMALIZED_EXACT,APPROVED,exact-name:1:1:parent-scoped:safe-normalization
VN_ADMIN_2025,VNA25-0A74698CB5,GHN_ADMIN_2025,1004071,NORMALIZED_EXACT,APPROVED,exact-name:1:1:parent-scoped:safe-normalization
VN_ADMIN_2025,VNA25-0A8F2265F8,GHN_ADMIN_2025,1006085,NORMALIZED_EXACT,APPROVED,exact-name:1:1:parent-scoped:safe-normalization
VN_ADMIN_2025,VNA25-0A90141FD5,GHN_ADMIN_2025,1004847,NORMALIZED_EXACT,APPROVED,exact-name:1:1:parent-scoped:safe-normalization
VN_ADMIN_2025,VNA25-0AAB4E2913,GHN_ADMIN_2025,1004897,NORMALIZED_EXACT,APPROVED,exact-name:1:1:parent-scoped:safe-normalization
VN_ADMIN_2025,VNA25-0ABE3E52CE,GHN_ADMIN_2025,1005316,NORMALIZED_EXACT,APPROVED,exact-name:1:1:parent-scoped:safe-normalization
VN_ADMIN_2025,VNA25-0AC144A3CE,GHN_ADMIN_2025,1004741,NORMALIZED_EXACT,APPROVED,exact-name:1:1:parent-scoped:safe-normalization
VN_ADMIN_2025,VNA25-0AD42B524C,GHN_ADMIN_2025,1005778,NORMALIZED_EXACT,APPROVED,exact-name:1:1:parent-scoped:safe-normalization
VN_ADMIN_2025,VNA25-0AF82DF58C,GHN_ADMIN_2025,1003441,NORMALIZED_EXACT,APPROVED,exact-name:1:1:parent-scoped:safe-normalization
VN_ADMIN_2025,VNA25-0B05AD6F9E,GHN_ADMIN_2025,1005670,NORMALIZED_EXACT,APPROVED,exact-name:1:1:parent-scoped:safe-normalization
VN_ADMIN_2025,VNA25-0B05EC6AB7,GHN_ADMIN_2025,1004585,NORMALIZED_EXACT,APPROVED,exact-name:1:1:parent-scoped:safe-normalization
VN_ADMIN_2025,VNA25-0B13A24053,GHN_ADMIN_2025,1005699,PARENT_SCOPED_REVIEWED,APPROVED,human-approved:same-parent:unique-candidate; canonical-history-supported
VN_ADMIN_2025,VNA25-0B210B5C56,GHN_ADMIN_2025,1006531,NORMALIZED_EXACT,APPROVED,exact-name:1:1:parent-scoped:safe-normalization
