"Import redirects (.csv)","Import redirects (.csv)"
"Import redirects","Import redirects"
"Download example CSV file for redirect import","Download example CSV file for redirect import"
"Example of CSV file","Example of CSV file"
"Export redirects (.csv)","Export redirects (.csv)"
"Export redirects","Export redirects"
"This operation can take a long time.","This operation can take a long time."
"All category URLs will be changed. This action cannot be undone. Do you want to confirm it?","All category URLs will be changed. This action cannot be undone. Do you want to confirm it?"
"Error during request.","Error during request."
"Error during removal of category path.","Error during removal of category path."
"Error during processing URLs.","Error during processing URLs."
"All URLs will be changed. This action cannot be undone. Do you want to confirm it?","All URLs will be changed. This action cannot be undone. Do you want to confirm it?"
"Category image for %1","Category image for %1"
"Attention","Attention"
"SEO general settings","SEO general settings"
"Canonical settings","Canonical settings"
"Configure canonical URLs to prevent duplicate content issues and consolidate ranking signals.","Configure canonical URLs to prevent duplicate content issues and consolidate ranking signals."
"Common settings","Common settings"
"Control general canonical URL behavior across your store.","Control general canonical URL behavior across your store."
"Enable canonical URLs","Enable canonical URLs"
"Activate canonical URL generation to prevent duplicate content penalties and improve SEO ranking.","Activate canonical URL generation to prevent duplicate content penalties and improve SEO ranking."
"Don't use canonical URLs on pages","Don't use canonical URLs on pages"
"Specify URL patterns where canonical tags should be omitted (one URL per line).","Specify URL patterns where canonical tags should be omitted (one URL per line)."
"Add pagination to canonical URLs","Add pagination to canonical URLs"
"When enabled, pagination parameters will be included in canonical URLs for paginated content.","When enabled, pagination parameters will be included in canonical URLs for paginated content."
"Strip store codes from canonicals","Strip store codes from canonicals"
"Strip store codes from canonical URLs for cleaner URL structure when using multiple store views.","Strip store codes from canonical URLs for cleaner URL structure when using multiple store views."
"Cross-domain canonical URL","Cross-domain canonical URL"
"Configure canonical URLs to point to a preferred domain when content exists across multiple domains.","Configure canonical URLs to point to a preferred domain when content exists across multiple domains."
"HTTPS URLs for cross-domain canonical","HTTPS URLs for cross-domain canonical"
"Force HTTPS protocol in cross-domain canonical URLs for security and consistency.","Force HTTPS protocol in cross-domain canonical URLs for security and consistency."
"Product page settings","Product page settings"
"Configure canonical URL behavior specifically for product pages.","Configure canonical URL behavior specifically for product pages."
"Product canonical URL format","Product canonical URL format"
"Choose between shortest/longest path format for product canonical URLs.","Choose between shortest/longest path format for product canonical URLs."
"Canonical tag for child products","Canonical tag for child products"
"Define canonical URL behavior for child products within complex product types.","Define canonical URL behavior for child products within complex product types."
"Configurable product","Configurable product"
"Set canonical tag behavior for simple products that are part of configurable products.","Set canonical tag behavior for simple products that are part of configurable products."
"Grouped product","Grouped product"
"Set canonical tag behavior for simple products that are part of grouped products.","Set canonical tag behavior for simple products that are part of grouped products."
"Bundle product","Bundle product"
"Set canonical tag behavior for simple products that are part of bundle products.","Set canonical tag behavior for simple products that are part of bundle products."
"Category page settings","Category page settings"
"Configure canonical URL behavior specifically for category pages.","Configure canonical URL behavior specifically for category pages."
"Canonical URL for filtered categories","Canonical URL for filtered categories"
"Define how canonical URLs should handle category pages with active filters.","Define how canonical URLs should handle category pages with active filters."
"Filter inclusion in canonical URL","Filter inclusion in canonical URL"
"Configure which specific filters should be included in canonical URLs.","Configure which specific filters should be included in canonical URLs."
"Enable link rel=""next/prev""","Enable link rel=""next/prev"""
"Implement pagination relationship tags to help search engines understand paginated content structure.","Implement pagination relationship tags to help search engines understand paginated content structure."
"Meta Robots settings","Meta Robots settings"
"Control indexing and crawling behavior with Robots meta tags and headers.","Control indexing and crawling behavior with Robots meta tags and headers."
"Custom robots rules by URL pattern","Custom robots rules by URL pattern"
"Configure custom Robots meta tag directives for specific URL patterns.","Configure custom Robots meta tag directives for specific URL patterns."
"Robots meta header for HTTPS","Robots meta header for HTTPS"
"Configure X-Robots-Tag header behavior specifically for HTTPS pages.","Configure X-Robots-Tag header behavior specifically for HTTPS pages."
"Alternate and hreflang settings","Alternate and hreflang settings"
"Configure alternate language version indicators for international SEO optimization.","Configure alternate language version indicators for international SEO optimization."
"Enable alternate and hreflang links","Enable alternate and hreflang links"
"Activate alternate language version tags to help search engines serve the correct language/regional version to users.","Activate alternate language version tags to help search engines serve the correct language/regional version to users."
"Manual alternate setting","Manual alternate setting"
"Configure specific store relationships for hreflang tag generation.","Configure specific store relationships for hreflang tag generation."
"Hreflang x-default settings","Hreflang x-default settings"
"Specify which store view should be used as the default language fallback.","Specify which store view should be used as the default language fallback."
"Hreflang locale code","Hreflang locale code"
"Override the default locale code used in hreflang attributes for this store view.","Override the default locale code used in hreflang attributes for this store view."
"Hreflang x-default","Hreflang x-default"
"Designate this website as the default language version when appropriate.","Designate this website as the default language version when appropriate."
"Add locale code to hreflang","Add locale code to hreflang"
"Automatically append locale codes to hreflang attributes based on store locale settings.","Automatically append locale codes to hreflang attributes based on store locale settings."
"Simplify category alternate links","Simplify category alternate links"
"Remove extra parameters from category alternate URLs.","Remove extra parameters from category alternate URLs."
"Include hreflang links in sitemap","Include hreflang links in sitemap"
"Add alternate language indicators to XML sitemaps for improved multi-language SEO.","Add alternate language indicators to XML sitemaps for improved multi-language SEO."
"Manage URL redirects to maintain SEO value and improve user experience.","Manage URL redirects to maintain SEO value and improve user experience."
"Trailing slash redirects","Trailing slash redirects"
"Standardize URL format by enforcing consistent trailing slash usage across the site.","Standardize URL format by enforcing consistent trailing slash usage across the site."
"Process URLs","Process URLs"
"Apply the trailing slash setting to all existing URLs in the database.<br/>Save configuration before pushing the button.","Apply the trailing slash setting to all existing URLs in the database.<br/>Save configuration before pushing the button."
"Redirect URLs to lowercase","Redirect URLs to lowercase"
"Force lowercase URL format to prevent duplicate content from case variations.","Force lowercase URL format to prevent duplicate content from case variations."
