region_code,region_name_vi,region_name_en,code,parent_code,name_vi,name_en
VN-01,An Giang,An Giang,VNAP25-B70EDA95D6,,An Phú,An Phu
VN-01,An Giang,An Giang,VNAP25-AECE8784BB,VNAP25-B70EDA95D6,An Phú,An Phu
VN-01,An Giang,An Giang,VNAP25-CC12D74B42,VNAP25-B70EDA95D6,Đa Phước,Da Phuoc
VN-01,An Giang,An Giang,VNAP25-A199BF1EAB,VNAP25-B70EDA95D6,Khánh An,Khanh An
VN-01,An Giang,An Giang,VNAP25-0016DE8FBD,VNAP25-B70EDA95D6,Khánh Bình,Khanh Binh
VN-01,An Giang,An Giang,VNAP25-ABECE63852,VNAP25-B70EDA95D6,Long Bình,Long Binh
VN-01,An Giang,An Giang,VNAP25-BA37B5A5D2,VNAP25-B70EDA95D6,Nhơn Hội,Nhon Hoi
VN-01,An Giang,An Giang,VNAP25-945893333B,VNAP25-B70EDA95D6,Phú Hội,Phu Hoi
VN-01,An Giang,An Giang,VNAP25-50C0B17E01,VNAP25-B70EDA95D6,Phú Hữu,Phu Huu
VN-01,An Giang,An Giang,VNAP25-A07590CB4B,VNAP25-B70EDA95D6,Phước Hưng,Phuoc Hung
VN-01,An Giang,An Giang,VNAP25-3DA74D86DF,VNAP25-B70EDA95D6,Quốc Thái,Quoc Thai
VN-01,An Giang,An Giang,VNAP25-9EE8AEA5D0,VNAP25-B70EDA95D6,Vĩnh Hậu,Vinh Hau
VN-01,An Giang,An Giang,VNAP25-ECC60724B8,VNAP25-B70EDA95D6,Vĩnh Hội Đông,Vinh Hoi Dong
VN-01,An Giang,An Giang,VNAP25-DEB43253F3,VNAP25-B70EDA95D6,Vĩnh Lộc,Vinh Loc
VN-01,An Giang,An Giang,VNAP25-F60E5CA942,VNAP25-B70EDA95D6,Vĩnh Trường,Vinh Truong
VN-01,An Giang,An Giang,VNAP25-6074F02CDA,,Châu Đốc,Chau Doc
VN-01,An Giang,An Giang,VNAP25-8079847EF1,VNAP25-6074F02CDA,Châu Phú A,Chau Phu A
VN-01,An Giang,An Giang,VNAP25-FE4DA0CD26,VNAP25-6074F02CDA,Châu Phú B,Chau Phu B
VN-01,An Giang,An Giang,VNAP25-A1C5F75DF2,VNAP25-6074F02CDA,Núi Sam,Nui Sam
VN-01,An Giang,An Giang,VNAP25-D15B6A8E7C,VNAP25-6074F02CDA,Vĩnh Châu,Vinh Chau
VN-01,An Giang,An Giang,VNAP25-3E0F02316C,VNAP25-6074F02CDA,Vĩnh Mỹ,Vinh My
VN-01,An Giang,An Giang,VNAP25-EDEAA3F0F7,VNAP25-6074F02CDA,Vĩnh Ngươn,Vinh Nguon
VN-01,An Giang,An Giang,VNAP25-69F5CD1440,VNAP25-6074F02CDA,Vĩnh Tế,Vinh Te
VN-01,An Giang,An Giang,VNAP25-9574E5771D,,Châu Phú,Chau Phu
VN-01,An Giang,An Giang,VNAP25-5C2AD70231,VNAP25-9574E5771D,Bình Chánh,Binh Chanh
VN-01,An Giang,An Giang,VNAP25-B17D3036FD,VNAP25-9574E5771D,Bình Long,Binh Long
VN-01,An Giang,An Giang,VNAP25-BF9422CE48,VNAP25-9574E5771D,Bình Mỹ,Binh My
VN-01,An Giang,An Giang,VNAP25-52469D7BBF,VNAP25-9574E5771D,Bình Phú,Binh Phu
VN-01,An Giang,An Giang,VNAP25-31FB2F9B9B,VNAP25-9574E5771D,Bình Thủy,Binh Thuy
VN-01,An Giang,An Giang,VNAP25-7E4C65C397,VNAP25-9574E5771D,Cái Dầu,Cai Dau
VN-01,An Giang,An Giang,VNAP25-E46156F411,VNAP25-9574E5771D,Đào Hữu Cảnh,Dao Huu Canh
VN-01,An Giang,An Giang,VNAP25-D4B2B7D177,VNAP25-9574E5771D,Khánh Hòa,Khanh Hoa
VN-01,An Giang,An Giang,VNAP25-37949A0F1E,VNAP25-9574E5771D,Mỹ Đức,My Duc
VN-01,An Giang,An Giang,VNAP25-B007BCD46D,VNAP25-9574E5771D,Mỹ Phú,My Phu
VN-01,An Giang,An Giang,VNAP25-9F7B91DB32,VNAP25-9574E5771D,Ô Long Vỹ,O Long Vy
VN-01,An Giang,An Giang,VNAP25-B8541F3D36,VNAP25-9574E5771D,Thạnh Mỹ Tây,Thanh My Tay
VN-01,An Giang,An Giang,VNAP25-7259CEAC5A,VNAP25-9574E5771D,Vĩnh Thạnh Trung,Vinh Thanh Trung
VN-01,An Giang,An Giang,VNAP25-14BDBEA8EB,,Châu Thành,Chau Thanh
VN-01,An Giang,An Giang,VNAP25-DA90151F54,VNAP25-14BDBEA8EB,An Châu,An Chau
VN-01,An Giang,An Giang,VNAP25-B95CAC8FEA,VNAP25-14BDBEA8EB,An Hòa,An Hoa
VN-01,An Giang,An Giang,VNAP25-2B40972055,VNAP25-14BDBEA8EB,Bình Hòa,Binh Hoa
VN-01,An Giang,An Giang,VNAP25-7EF912582C,VNAP25-14BDBEA8EB,Bình Thạnh,Binh Thanh
VN-01,An Giang,An Giang,VNAP25-60E68B34A1,VNAP25-14BDBEA8EB,Cần Đăng,Can Dang
VN-01,An Giang,An Giang,VNAP25-0DDAC19F7D,VNAP25-14BDBEA8EB,Hòa Bình Thạnh,Hoa Binh Thanh
VN-01,An Giang,An Giang,VNAP25-34B12D9514,VNAP25-14BDBEA8EB,Tân Phú,Tan Phu
VN-01,An Giang,An Giang,VNAP25-4E8120D391,VNAP25-14BDBEA8EB,Vĩnh An,Vinh An
VN-01,An Giang,An Giang,VNAP25-95DFD84F3F,VNAP25-14BDBEA8EB,Vĩnh Bình,Vinh Binh
VN-01,An Giang,An Giang,VNAP25-8478736F03,VNAP25-14BDBEA8EB,Vĩnh Hanh,Vinh Hanh
VN-01,An Giang,An Giang,VNAP25-33B1984063,VNAP25-14BDBEA8EB,Vĩnh Lợi,Vinh Loi
VN-01,An Giang,An Giang,VNAP25-7C61718A54,VNAP25-14BDBEA8EB,Vĩnh Nhuận,Vinh Nhuan
VN-01,An Giang,An Giang,VNAP25-183F5305FB,VNAP25-14BDBEA8EB,Vĩnh Thành,Vinh Thanh
VN-01,An Giang,An Giang,VNAP25-32EF7AC66D,,Chợ Mới,Cho Moi
VN-01,An Giang,An Giang,VNAP25-07AF1AAE23,VNAP25-32EF7AC66D,An Thạnh Trung,An Thanh Trung
VN-01,An Giang,An Giang,VNAP25-018A857FFC,VNAP25-32EF7AC66D,Bình Phước Xuân,Binh Phuoc Xuan
VN-01,An Giang,An Giang,VNAP25-0263E9D3CB,VNAP25-32EF7AC66D,Chợ Mới,Cho Moi
VN-01,An Giang,An Giang,VNAP25-9A8C348970,VNAP25-32EF7AC66D,Hòa An,Hoa An
VN-01,An Giang,An Giang,VNAP25-2C58CDE61B,VNAP25-32EF7AC66D,Hòa Bình,Hoa Binh
VN-01,An Giang,An Giang,VNAP25-F88B80E051,VNAP25-32EF7AC66D,Hội An,Hoi An
VN-01,An Giang,An Giang,VNAP25-BAF662A505,VNAP25-32EF7AC66D,Kiến An,Kien An
VN-01,An Giang,An Giang,VNAP25-A4DCE96248,VNAP25-32EF7AC66D,Kiến Thành,Kien Thanh
VN-01,An Giang,An Giang,VNAP25-5EB7C5AC57,VNAP25-32EF7AC66D,Long Điền A,Long Dien A
VN-01,An Giang,An Giang,VNAP25-5C58D7B59E,VNAP25-32EF7AC66D,Long Điền B,Long Dien B
VN-01,An Giang,An Giang,VNAP25-9C759D2088,VNAP25-32EF7AC66D,Long Giang,Long Giang
VN-01,An Giang,An Giang,VNAP25-359F57E5F8,VNAP25-32EF7AC66D,Long Kiến,Long Kien
VN-01,An Giang,An Giang,VNAP25-932FD65594,VNAP25-32EF7AC66D,Mỹ An,My An
VN-01,An Giang,An Giang,VNAP25-96FA85E494,VNAP25-32EF7AC66D,Mỹ Hiệp,My Hiep
VN-01,An Giang,An Giang,VNAP25-E323E9081F,VNAP25-32EF7AC66D,Mỹ Hội Đông,My Hoi Dong
VN-01,An Giang,An Giang,VNAP25-7BAF15EE0D,VNAP25-32EF7AC66D,Mỹ Luông,My Luong
VN-01,An Giang,An Giang,VNAP25-0969ADE733,VNAP25-32EF7AC66D,Nhơn Mỹ,Nhon My
VN-01,An Giang,An Giang,VNAP25-F88DC0642B,VNAP25-32EF7AC66D,Tấn Mỹ,Tan My
VN-01,An Giang,An Giang,VNAP25-8B9D62550F,,Long Xuyên,Long Xuyen
VN-01,An Giang,An Giang,VNAP25-318A77C22C,VNAP25-8B9D62550F,Bình Đức,Binh Duc
VN-01,An Giang,An Giang,VNAP25-9A8A446A5D,VNAP25-8B9D62550F,Bình Khánh,Binh Khanh
VN-01,An Giang,An Giang,VNAP25-9BA3D0183E,VNAP25-8B9D62550F,Mỹ Bình,My Binh
VN-01,An Giang,An Giang,VNAP25-C07C880CFC,VNAP25-8B9D62550F,Mỹ Hòa,My Hoa
VN-01,An Giang,An Giang,VNAP25-1364C20919,VNAP25-8B9D62550F,Mỹ Hòa Hưng,My Hoa Hung
VN-01,An Giang,An Giang,VNAP25-EF448BAAAE,VNAP25-8B9D62550F,Mỹ Khánh,My Khanh
VN-01,An Giang,An Giang,VNAP25-71DA59AD4E,VNAP25-8B9D62550F,Mỹ Long,My Long
VN-01,An Giang,An Giang,VNAP25-2C608F99C5,VNAP25-8B9D62550F,Mỹ Phước,My Phuoc
VN-01,An Giang,An Giang,VNAP25-3CC86437F3,VNAP25-8B9D62550F,Mỹ Quý,My Quy
VN-01,An Giang,An Giang,VNAP25-4BF3E583D6,VNAP25-8B9D62550F,Mỹ Thạnh,My Thanh
VN-01,An Giang,An Giang,VNAP25-84598EBD84,VNAP25-8B9D62550F,Mỹ Thới,My Thoi
VN-01,An Giang,An Giang,VNAP25-D9D401622E,VNAP25-8B9D62550F,Mỹ Xuyên,My Xuyen
VN-01,An Giang,An Giang,VNAP25-5EFFFE84FF,,Phú Tân,Phu Tan
VN-01,An Giang,An Giang,VNAP25-BC35C84D8F,VNAP25-5EFFFE84FF,Bình Thạnh Đông,Binh Thanh Dong
VN-01,An Giang,An Giang,VNAP25-BBA7B5E80C,VNAP25-5EFFFE84FF,Chợ Vàm,Cho Vam
VN-01,An Giang,An Giang,VNAP25-58F6987F69,VNAP25-5EFFFE84FF,Hiệp Xương,Hiep Xuong
VN-01,An Giang,An Giang,VNAP25-A967F87B97,VNAP25-5EFFFE84FF,Hòa Lạc,Hoa Lac
VN-01,An Giang,An Giang,VNAP25-88B8A03A63,VNAP25-5EFFFE84FF,Long Hòa,Long Hoa
VN-01,An Giang,An Giang,VNAP25-C732E393E9,VNAP25-5EFFFE84FF,Phú An,Phu An
VN-01,An Giang,An Giang,VNAP25-83A03285B9,VNAP25-5EFFFE84FF,Phú Bình,Phu Binh
VN-01,An Giang,An Giang,VNAP25-C9E7CA8625,VNAP25-5EFFFE84FF,Phú Hiệp,Phu Hiep
VN-01,An Giang,An Giang,VNAP25-71EA2DE9EA,VNAP25-5EFFFE84FF,Phú Hưng,Phu Hung
VN-01,An Giang,An Giang,VNAP25-F54B966A9B,VNAP25-5EFFFE84FF,Phú Lâm,Phu Lam
VN-01,An Giang,An Giang,VNAP25-BA44518E22,VNAP25-5EFFFE84FF,Phú Long,Phu Long
VN-01,An Giang,An Giang,VNAP25-95E58A774C,VNAP25-5EFFFE84FF,Phú Mỹ,Phu My
VN-01,An Giang,An Giang,VNAP25-58618F308D,VNAP25-5EFFFE84FF,Phú Thành,Phu Thanh
VN-01,An Giang,An Giang,VNAP25-847F9F7C05,VNAP25-5EFFFE84FF,Phú Thọ,Phu Tho
VN-01,An Giang,An Giang,VNAP25-04C8B5E06D,VNAP25-5EFFFE84FF,Phú Xuân,Phu Xuan
VN-01,An Giang,An Giang,VNAP25-2CA67CD8E1,VNAP25-5EFFFE84FF,Tân Hòa,Tan Hoa
VN-01,An Giang,An Giang,VNAP25-EEE422FD58,VNAP25-5EFFFE84FF,Tân Trung,Tan Trung
VN-01,An Giang,An Giang,VNAP25-2492BC5226,,Tân Châu,Tan Chau
VN-01,An Giang,An Giang,VNAP25-C40327D2BF,VNAP25-2492BC5226,Châu Phong,Chau Phong
VN-01,An Giang,An Giang,VNAP25-85DB1C115D,VNAP25-2492BC5226,Lê Chánh,Le Chanh
VN-01,An Giang,An Giang,VNAP25-B870587C32,VNAP25-2492BC5226,Long An,Long An
VN-01,An Giang,An Giang,VNAP25-11C40AC86B,VNAP25-2492BC5226,Long Châu,Long Chau
VN-01,An Giang,An Giang,VNAP25-E1AD893FD8,VNAP25-2492BC5226,Long Hưng,Long Hung
VN-01,An Giang,An Giang,VNAP25-6BB58292CF,VNAP25-2492BC5226,Long Phú,Long Phu
VN-01,An Giang,An Giang,VNAP25-069A71B1F5,VNAP25-2492BC5226,Long Sơn,Long Son
VN-01,An Giang,An Giang,VNAP25-BEF7903B00,VNAP25-2492BC5226,Long Thạnh,Long Thanh
VN-01,An Giang,An Giang,VNAP25-4F66ABCF3E,VNAP25-2492BC5226,Phú Lộc,Phu Loc
VN-01,An Giang,An Giang,VNAP25-5EB55F236B,VNAP25-2492BC5226,Phú Vĩnh,Phu Vinh
VN-01,An Giang,An Giang,VNAP25-7B7D5C1FD4,VNAP25-2492BC5226,Tân An,Tan An
VN-01,An Giang,An Giang,VNAP25-D070E59410,VNAP25-2492BC5226,Tân Thạnh,Tan Thanh
VN-01,An Giang,An Giang,VNAP25-B93CB4DAD9,VNAP25-2492BC5226,Vĩnh Hòa,Vinh Hoa
VN-01,An Giang,An Giang,VNAP25-0887ACA8F1,VNAP25-2492BC5226,Vĩnh Xương,Vinh Xuong
VN-01,An Giang,An Giang,VNAP25-E397D3CFB1,,Thoại Sơn,Thoai Son
VN-01,An Giang,An Giang,VNAP25-E9E29AB479,VNAP25-E397D3CFB1,An Bình,An Binh
VN-01,An Giang,An Giang,VNAP25-A595624128,VNAP25-E397D3CFB1,Bình Thành,Binh Thanh
VN-01,An Giang,An Giang,VNAP25-0C08FB1728,VNAP25-E397D3CFB1,Định Mỹ,Dinh My
VN-01,An Giang,An Giang,VNAP25-72D3E4D225,VNAP25-E397D3CFB1,Định Thành,Dinh Thanh
VN-01,An Giang,An Giang,VNAP25-B6450C5038,VNAP25-E397D3CFB1,Mỹ Phú Đông,My Phu Dong
VN-01,An Giang,An Giang,VNAP25-0B1F39F45B,VNAP25-E397D3CFB1,Núi Sập,Nui Sap
VN-01,An Giang,An Giang,VNAP25-DABF65AFCD,VNAP25-E397D3CFB1,Óc Eo,Oc Eo
VN-01,An Giang,An Giang,VNAP25-722BC9E0E7,VNAP25-E397D3CFB1,Phú Hòa,Phu Hoa
VN-01,An Giang,An Giang,VNAP25-9A4F766C41,VNAP25-E397D3CFB1,Phú Thuận,Phu Thuan
VN-01,An Giang,An Giang,VNAP25-4F596E1FE3,VNAP25-E397D3CFB1,Tây Phú,Tay Phu
VN-01,An Giang,An Giang,VNAP25-0CC1A1FAF8,VNAP25-E397D3CFB1,Thoại Giang,Thoai Giang
VN-01,An Giang,An Giang,VNAP25-62ACABAB8E,VNAP25-E397D3CFB1,Vĩnh Chánh,Vinh Chanh
VN-01,An Giang,An Giang,VNAP25-E6631E0DDF,VNAP25-E397D3CFB1,Vĩnh Khánh,Vinh Khanh
VN-01,An Giang,An Giang,VNAP25-24E22D0FD7,VNAP25-E397D3CFB1,Vĩnh Phú,Vinh Phu
VN-01,An Giang,An Giang,VNAP25-FA58D42D1F,VNAP25-E397D3CFB1,Vĩnh Trạch,Vinh Trach
VN-01,An Giang,An Giang,VNAP25-D47D9C25F5,VNAP25-E397D3CFB1,Vọng Đông,Vong Dong
VN-01,An Giang,An Giang,VNAP25-F84CFDE4CE,VNAP25-E397D3CFB1,Vọng Thê,Vong The
VN-01,An Giang,An Giang,VNAP25-7F165827C1,,Tịnh Biên,Tinh Bien
VN-01,An Giang,An Giang,VNAP25-1A9209CBB1,VNAP25-7F165827C1,An Cư,An Cu
VN-01,An Giang,An Giang,VNAP25-504FF10A1B,VNAP25-7F165827C1,An Hảo,An Hao
VN-01,An Giang,An Giang,VNAP25-F77BB3C1C5,VNAP25-7F165827C1,An Nông,An Nong
VN-01,An Giang,An Giang,VNAP25-691119209D,VNAP25-7F165827C1,An Phú,An Phu
VN-01,An Giang,An Giang,VNAP25-53DFAFC24C,VNAP25-7F165827C1,Chi Lăng,Chi Lang
VN-01,An Giang,An Giang,VNAP25-9914B38573,VNAP25-7F165827C1,Nhà Bàng,Nha Bang
VN-01,An Giang,An Giang,VNAP25-BC462E7BCE,VNAP25-7F165827C1,Nhơn Hưng,Nhon Hung
VN-01,An Giang,An Giang,VNAP25-23EF491CF0,VNAP25-7F165827C1,Núi Voi,Nui Voi
VN-01,An Giang,An Giang,VNAP25-00637718C3,VNAP25-7F165827C1,Tân Lập,Tan Lap
VN-01,An Giang,An Giang,VNAP25-3105D08E31,VNAP25-7F165827C1,Tân Lợi,Tan Loi
VN-01,An Giang,An Giang,VNAP25-0033E15EAC,VNAP25-7F165827C1,Thới Sơn,Thoi Son
VN-01,An Giang,An Giang,VNAP25-5AAA7CABC4,VNAP25-7F165827C1,Tịnh Biên,Tinh Bien
VN-01,An Giang,An Giang,VNAP25-D870BC4EA2,VNAP25-7F165827C1,Văn Giáo,Van Giao
VN-01,An Giang,An Giang,VNAP25-8A417A99B0,VNAP25-7F165827C1,Vĩnh Trung,Vinh Trung
VN-01,An Giang,An Giang,VNAP25-0DCF8A3997,,Tri Tôn,Tri Ton
VN-01,An Giang,An Giang,VNAP25-A9D5B00AE7,VNAP25-0DCF8A3997,An Tức,An Tuc
VN-01,An Giang,An Giang,VNAP25-8301C4BDE1,VNAP25-0DCF8A3997,Ba Chúc,Ba Chuc
VN-01,An Giang,An Giang,VNAP25-53C6D51218,VNAP25-0DCF8A3997,Châu Lăng,Chau Lang
VN-01,An Giang,An Giang,VNAP25-CC74211F04,VNAP25-0DCF8A3997,Cô Tô,Co To
VN-01,An Giang,An Giang,VNAP25-CBD83B44B5,VNAP25-0DCF8A3997,Lạc Quới,Lac Quoi
VN-01,An Giang,An Giang,VNAP25-7D9AD92701,VNAP25-0DCF8A3997,Lê Trì,Le Tri
VN-01,An Giang,An Giang,VNAP25-E03409D7AB,VNAP25-0DCF8A3997,Lương An Trà,Luong An Tra
VN-01,An Giang,An Giang,VNAP25-2F55379C6B,VNAP25-0DCF8A3997,Lương Phi,Luong Phi
VN-01,An Giang,An Giang,VNAP25-9FCD9D6290,VNAP25-0DCF8A3997,Núi Tô,Nui To
VN-01,An Giang,An Giang,VNAP25-200A5F3251,VNAP25-0DCF8A3997,Ô Lâm,O Lam
VN-01,An Giang,An Giang,VNAP25-6FFA863C0E,VNAP25-0DCF8A3997,Tà Đảnh,Ta Danh
VN-01,An Giang,An Giang,VNAP25-68C5367D0C,VNAP25-0DCF8A3997,Tân Tuyến,Tan Tuyen
VN-01,An Giang,An Giang,VNAP25-DDB338585D,VNAP25-0DCF8A3997,Tri Tôn,Tri Ton
VN-01,An Giang,An Giang,VNAP25-15A7DCFE3B,VNAP25-0DCF8A3997,Vĩnh Gia,Vinh Gia
VN-01,An Giang,An Giang,VNAP25-FE9E386E6C,VNAP25-0DCF8A3997,Vĩnh Phước,Vinh Phuoc
VN-02,Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau,VNAP25-0F9AD1B119,,Bà Rịa,Ba Ria
VN-02,Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau,VNAP25-0B188BE576,VNAP25-0F9AD1B119,Hòa Long,Hoa Long
VN-02,Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau,VNAP25-889C16D130,VNAP25-0F9AD1B119,Kim Dinh,Kim Dinh
VN-02,Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau,VNAP25-AE0EAB30A4,VNAP25-0F9AD1B119,Long Hương,Long Huong
VN-02,Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau,VNAP25-024572A4E0,VNAP25-0F9AD1B119,Long Phước,Long Phuoc
VN-02,Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau,VNAP25-DC1423BE70,VNAP25-0F9AD1B119,Long Tâm,Long Tam
VN-02,Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau,VNAP25-3B5CC6ADA1,VNAP25-0F9AD1B119,Long Toàn,Long Toan
VN-02,Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau,VNAP25-B40637F089,VNAP25-0F9AD1B119,Phước Hưng,Phuoc Hung
VN-02,Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau,VNAP25-229C64C2D8,VNAP25-0F9AD1B119,Phước Nguyên,Phuoc Nguyen
VN-02,Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau,VNAP25-9CD9353EF5,VNAP25-0F9AD1B119,Phước Trung,Phuoc Trung
VN-02,Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau,VNAP25-A90EFE54E4,VNAP25-0F9AD1B119,Tân Hưng,Tan Hung
VN-02,Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau,VNAP25-8006F4C7B7,,Châu Đức,Chau Duc
VN-02,Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau,VNAP25-356BF212C5,VNAP25-8006F4C7B7,Bàu Chinh,Bau Chinh
VN-02,Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau,VNAP25-11663B748E,VNAP25-8006F4C7B7,Bình Ba,Binh Ba
VN-02,Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau,VNAP25-0AF17A9B30,VNAP25-8006F4C7B7,Bình Giã,Binh Gia
VN-02,Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau,VNAP25-65194460C0,VNAP25-8006F4C7B7,Bình Trung,Binh Trung
VN-02,Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau,VNAP25-6F3BF87C0B,VNAP25-8006F4C7B7,Cù Bị,Cu Bi
VN-02,Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau,VNAP25-77BA39DA0D,VNAP25-8006F4C7B7,Đá Bạc,Da Bac
VN-02,Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau,VNAP25-92BC9D5DF6,VNAP25-8006F4C7B7,Kim Long,Kim Long
VN-02,Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau,VNAP25-C4CD004FC9,VNAP25-8006F4C7B7,Láng Lớn,Lang Lon
VN-02,Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau,VNAP25-CBB8253C41,VNAP25-8006F4C7B7,Ngãi Giao,Ngai Giao
VN-02,Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau,VNAP25-1FB9DF1C4F,VNAP25-8006F4C7B7,Nghĩa Thành,Nghia Thanh
VN-02,Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau,VNAP25-1E91F49BE3,VNAP25-8006F4C7B7,Quảng Thành,Quang Thanh
VN-02,Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau,VNAP25-7128C60E4D,VNAP25-8006F4C7B7,Sơn Bình,Son Binh
VN-02,Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau,VNAP25-27D16EFD9D,VNAP25-8006F4C7B7,Suối Nghệ,Suoi Nghe
VN-02,Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau,VNAP25-55FCAD8C8A,VNAP25-8006F4C7B7,Suối Rao,Suoi Rao
VN-02,Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau,VNAP25-B8FFE324A2,VNAP25-8006F4C7B7,Xà Bang,Xa Bang
VN-02,Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau,VNAP25-B469FF5483,VNAP25-8006F4C7B7,Xuân Sơn,Xuan Son
VN-02,Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau,VNAP25-F092EBC0E1,,Côn Đảo,Con Dao
VN-02,Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau,VNAP25-74CE3DAAB9,,Long Đất,Long Dat
VN-02,Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau,VNAP25-68D96FD162,VNAP25-74CE3DAAB9,Đất Đỏ,Dat Do
VN-02,Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau,VNAP25-674A6B80B1,VNAP25-74CE3DAAB9,Láng Dài,Lang Dai
VN-02,Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau,VNAP25-A61E8DEB39,VNAP25-74CE3DAAB9,Long Điền,Long Dien
VN-02,Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau,VNAP25-0A3266E682,VNAP25-74CE3DAAB9,Long Hải,Long Hai
VN-02,Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau,VNAP25-BDDECADB98,VNAP25-74CE3DAAB9,Long Tân,Long Tan
VN-02,Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau,VNAP25-A59B934474,VNAP25-74CE3DAAB9,Phước Hải,Phuoc Hai
VN-02,Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau,VNAP25-923CC8CA1B,VNAP25-74CE3DAAB9,Phước Hội,Phuoc Hoi
VN-02,Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau,VNAP25-C002F683E8,VNAP25-74CE3DAAB9,Phước Hưng,Phuoc Hung
VN-02,Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau,VNAP25-1061503469,VNAP25-74CE3DAAB9,Phước Long Thọ,Phuoc Long Tho
VN-02,Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau,VNAP25-825D82D6C1,VNAP25-74CE3DAAB9,Phước Tỉnh,Phuoc Tinh
VN-02,Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau,VNAP25-C03906956A,VNAP25-74CE3DAAB9,Tam An,Tam An
VN-02,Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau,VNAP25-5987CD6A45,,Phú Mỹ,Phu My
VN-02,Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau,VNAP25-79FB6203FF,VNAP25-5987CD6A45,Châu Pha,Chau Pha
VN-02,Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau,VNAP25-C3184FFA7B,VNAP25-5987CD6A45,Hắc Dịch,Hac Dich
VN-02,Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau,VNAP25-A1707CE32E,VNAP25-5987CD6A45,Mỹ Xuân,My Xuan
VN-02,Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau,VNAP25-DBE4E9597A,VNAP25-5987CD6A45,Phú Mỹ,Phu My
VN-02,Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau,VNAP25-DB9A30AFA6,VNAP25-5987CD6A45,Phước Hòa,Phuoc Hoa
VN-02,Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau,VNAP25-4DD4228F64,VNAP25-5987CD6A45,Sông Xoài,Song Xoai
VN-02,Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau,VNAP25-D24F66C3AB,VNAP25-5987CD6A45,Tân Hải,Tan Hai
VN-02,Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau,VNAP25-41C8162ADF,VNAP25-5987CD6A45,Tân Hòa,Tan Hoa
VN-02,Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau,VNAP25-D723379F23,VNAP25-5987CD6A45,Tân Phước,Tan Phuoc
VN-02,Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau,VNAP25-F1DC0D4FC6,VNAP25-5987CD6A45,Tóc Tiên,Toc Tien
VN-02,Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau,VNAP25-CF502A02DE,,Vũng Tàu,Vung Tau
VN-02,Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau,VNAP25-3D29CBD95D,VNAP25-CF502A02DE,1,1
VN-02,Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau,VNAP25-0AE6D9A591,VNAP25-CF502A02DE,10,10
